id_de_compañia,niu,id_contrato,nombre_de_la_compañia,operador_de_red,ciudad,direccion,medidor,ip,apn
Frt33865,225656886,4704.0,CONSORCIO RQS - Piendamo (Dicel),CEO CAUCA,PIENDAMÓ – TUNÍA,VEREDA EL HOGAR - 225656886 ,67580704.0,10.57.81.82,VERTICALES.MOVISTAR.COM.CO
Frt38749,828149514,4464.0,L & M VID INVERSIONES SAS - Campoalegre (Dicel),ELECTROHUILA HUILA,CAMPOALEGRE,KM 22 VDA POTOSI FCA CASA BOHEMIA ,2892370.0,10.93.97.146,DICEL.CLARO.COM.CO
Frt42561,901821921,4392.0,PISCICOLA GRANPEZ JISAME SAS - Iquira (Dicel),ELECTROHUILA HUILA,ÍQUIRA,VDA EL CHAPARRO ,23063110.0,10.87.215.73,BIA.CLARO.COM.CO
Frt42758,1988840,4227.0,TRANSPORTADORA DE GAS INTERNACIONAL S.A E.S.P - Bugalagrande (Dicel),CELSIA_VALLE VALLE,BUGALAGRANDE,VIA S/N SN 4020 CGTO EL OVERO RURAL CONTIGUO A LA HDA ORISOL ,73701765.0,10.185.160.225,DICEL.CLARO.COM.CO
Frt42569,2893927,4373.0,PORCIVAL COLOMBIA SAS - Palmira - CUENTA 2 (Dicel),CELSIA_VALLE VALLE,PALMIRA,CARRETERA VIA CHARCO VERDE LA PIÑA - CGTO ROZO ,73706369.0,10.93.99.144,DICEL.CLARO.COM.CO
Frt03318,398553,4769.0,CENTRO AUTOMOTOR DIESEL SA - Bogota DC (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,CALLE 13 # 68B-11,1012870.0,10.185.162.185,DICEL.CLARO.COM.CO
Frt03747,2800038,4549.0,INDUSTRIA AGROPECUARIA DEL VALLE SAS - Palmira (Dicel),CELSIA_VALLE VALLE,PALMIRA,CORREGIMIENTO DE PALMASECA-VíA PALMASECA PILES,23043241.0,10.196.2.91,BIA.TIGO.COM
Frt02960,275748,4809.0,PRIMAX COLOMBIA SA - Coello (Dicel),CELSIA_TOLIMA TOLIMA,COELLO,KILOMETRO 1 VIA GUALANDAY ESPINAL,2896047.0,10.185.160.85,DICEL.CLARO.COM.CO
Frt09402,3303710,4158.0,GRUPO EDS AUTOGAS SAS - ESSO AV 68 - Bogota DC (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,AVENIDA 68 # 20-55,2896049.0,10.93.99.244,DICEL.CLARO.COM.CO
Frt09719,1661990,4725.0,CONJUNTO MULTIFAMILIAR EL ARADO - Cali (Dicel),EMCALI CALI,CALI,CARRERA 86 # 17-35,23043148.0,,BIA.CLARO.COM.CO
Frt08078,365302,4165.0,GRUPO EDS AUTOGAS SAS - ESTACION SERVICIO BRASIL - Bogota DC (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,CALLE 6 # 34-90,36116299.0,10.17.36.182,VERTICALES.MOVISTAR.COM.CO
Frt19826,2001157,4561.0,GRUPO MAYORISTA S.A.S. - Cali - CUENTA 9 (Dicel),EMCALI CALI,CALI,CARRERA 28 D  # 72 S - 71,1091800.0,10.92.150.41,DICEL.CLARO.COM.CO
Frt24368,85017,4355.0,QUINTERO AGUADO SAS - Cali (Dicel),EMCALI CALI,CALI,CALLE 6 # 27-26 ,69534270.0,10.92.149.202,DICEL.CLARO.COM.CO
Frt22403,4000295,4507.0,INVERSIONES VARGAS OTELO SAS - Anapoima - CUENTA 4 (Dicel),ENEL CUNDINAMARCA,ANAPOIMA,CARRERA 2   # 2  - 54,68853645.0,10.185.163.123,DICEL.CLARO.COM.CO
Frt24479,954187100,4555.0,INDUSTRIA FRIGORIFICA DE BOYACA SAS - Sogamoso (Dicel),EBSA BOYACA,SOGAMOSO,CARRERA 17 # 46-30 MATADERO MPAL  1011 ,63082092.0,172.33.8.156,LATCOM2.COMCEL.COM.CO
Frt24163,12947613,4465.0,LA FARFALA APARTAMENTOS VIS PRIMERA Y SEGUNDA ETAPA - Cali (Dicel),EMCALI CALI,CALI,CARRERA 83A # 48-24 ,1091738.0,10.92.146.23,DICEL.CLARO.COM.CO
Frt22820,213779287,4099.0,MARIA DEL SOCORRO SANCHEZ - Palermo (Dicel),ELECTROHUILA HUILA,PALERMO H,AVENIDA          SECTOR KILOMETRO 1 VIA PALERMO,2830810.0,10.185.160.31,DICEL.CLARO.COM.CO
Frt26387,3303928,4690.0,DIAZ Y RESTREPO SAS - Buenaventura (Dicel),CELSIA_VALLE VALLE,BUENAVENTURA,CALLE 1 # 69-100 ,69534185.0,10.185.163.189,DICEL.CLARO.COM.CO
Frt26619,1559553,4585.0,GRUPO MAYORISTA S.A.S. - Buenaventura - CUENTA 2 (Dicel),CELSIA_VALLE VALLE,BUENAVENTURA,CALLE 2 # 3-32 ,2830795.0,10.17.36.148,VERTICALES.MOVISTAR.COM.CO
Frt31336,2007350,4630.0,FRIGO SANTA ANA SAS - Anserma Nuevo (Dicel),CELSIA_VALLE VALLE,ANSERMANUEVO,CALLE MATADEROS 110 ,67579934.0,10.17.37.28,VERTICALES.MOVISTAR.COM.CO
Frt31134,184895103,4354.0,QUIMICA Y MINERIA INTEGRADAS SA - Palermo (Dicel),ELECTROHUILA HUILA,PALERMO H,KM 4 VIA PALERMO ,83692466.0,10.17.37.197,VERTICALES.MOVISTAR.COM.CO
Frt31561,312616615,4492.0,JOSE REINEL GASCA ALVAREZ - Tarqui (Dicel),ELECTROHUILA HUILA,TARQUI,CARRERA 7 # 1-53 ,2859985.0,10.92.148.73,DICEL.CLARO.COM.CO
Frt33313,769288298,4659.0,DIVERSIONES ALIANZA SAS - La Plata (Dicel),ELECTROHUILA HUILA,LA PLATA,CALLE 5 # 3-57 ,23063014.0,10.87.215.250,BIA.CLARO.COM.CO
Frt35213,1859864,4816.0,MERCADO ZAPATOCA SA - Bogota DC - CUENTA 2 (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,CALLE 7ABIS # 80A-50 ,2869045.0,10.93.99.59,DICEL.CLARO.COM.CO
Frt38283,822995733,4671.0,DON POLLO SAS - Neiva - CUENTA 2 (Dicel),ELECTROHUILA HUILA,NEIVA,CARRERA 7 # 14-25 SUR DON POLLO ,2869038.0,10.93.99.57,DICEL.CLARO.COM.CO
Frt38159,2016406,4634.0,DON POLLO SAS - Pereira - CUENTA 1 (Dicel),EEP PEREIRA,PEREIRA,CALLE 72 # 23-23 ,63622837.0,10.93.99.61,DICEL.CLARO.COM.CO
Frt33913,557264,4339.0,SILVATRIM DE COLOMBIA SAS - Bogota DC (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,CARRERA 69K # 78-34 ,23023251.0,10.196.2.43,BIA.TIGO.COM
Frt36031,2646280,4582.0,GRUPO EDS AUTOGAS SAS - Bogota DC - CUENTA 3 (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,CALLE 20 SUR  # 29C-83 ,2869074.0,10.57.81.223,VERTICALES.MOVISTAR.COM.CO
Frt32718,9963696,5337.0,FRISBY SA BIC- F-97 CENTRO CHIA  (Dicel),ENEL CUNDINAMARCA,CHÍA,AV PRADILLA 90 ESTE CD 7 LOC 58 CHIA,63621298.0,10.93.96.253,DICEL.CLARO.COM.CO
Frt42566,1786380,4372.0,PORCIVAL COLOMBIA SAS - Palmira - CUENTA 1 (Dicel),CELSIA_VALLE VALLE,PALMIRA,CARRETERA PRINCIPAL VIA BOLO ALIZAL ,73701797.0,10.93.98.228,DICEL.CLARO.COM.CO
Frt33077,922686199,4601.0,GAMBLER GROUP SAS - Neiva (Dicel),ELECTROHUILA HUILA,NEIVA,CALLE 8 # 48-145 LOC N 301 ,23083003.0,10.196.2.238,BIA.TIGO.COM
Frt47599,225848105,4243.0,ZONA FRANCA PERMANENTE CONJUNTO INDUSTRIAL PARQUE SUR - Villa Rica - CUENTA 2 (Dicel),CEO CAUCA,VILLA RICA,KM 24 VIA CALI-SANTANDER DE QUILICHAO -PARQUE SUR ,2918575.0,10.185.163.101,DICEL.CLARO.COM.CO
Frt03341,2800029,4094.0,AGROGUACHAL S.A. - Palmira - CUENTA 2 (Dicel),CELSIA_VALLE VALLE,PALMIRA,RURAL CORREGIMIENTO DE GUANABANAL,83692194.0,10.17.37.156,VERTICALES.MOVISTAR.COM.CO
Frt06498,667285100,4576.0,HERNAN RODRIGO GAMBOA CASTANEDA - Sogamoso (Dicel),EBSA BOYACA,SOGAMOSO,CARRERA 13 # 9-120 A 202,83692472.0,10.185.162.9,DICEL.CLARO.COM.CO
Frt04508,444325,4170.0,AVESCO SA - CRA 13 - Bogota DC (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,CARRERA 13 # 42-44,69422595.0,10.17.37.80,VERTICALES.MOVISTAR.COM.CO
Frt03433,329342,4169.0,AVESCO SA - CARRERA  7 - Bogota DC (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,CARRERA 7 # 24-02,69534284.0,172.31.33.159,LATCOM1.COMCEL.COM.CO
Frt21368,301637,4433.0,MULPLAST SAS - Cali (Dicel),EMCALI CALI,CALI,CALLE 31   # 2  - 44  LOCAL 07,1092553.0,172.33.39.166,LATCOM2.COMCEL.COM.CO
Frt20703,723233,4547.0,INDIA COLORADA SAS - Bogota DC (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,CARRERA 19 B  # 168  - 36,2902783.0,10.57.81.90,VERTICALES.MOVISTAR.COM.CO
Frt21158,875761,4244.0,TEUCALI FLOWERS S A - Guasca - CUENTA 1 (Dicel),ENEL CUNDINAMARCA,GUASCA,KM 7 VIA SOPO LA CALERA,22121775.0,10.87.213.44,BIA.CLARO.COM.CO
Frt05502,372520,4824.0,MERCADO ZAPATOCA S A - Bogota DC - CUENTA 2 (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,CARRERA 41C # 2-95,2827795.0,172.31.54.42,LATCOM1.COMCEL.COM.CO
Frt22354,1364250,4482.0,JAMDAC SAS - Palmira (Dicel),CELSIA_VALLE VALLE,PALMIRA,CARRERA 25   # 33  - 77   PANADERIA LEAL,2896032.0,10.185.160.160,DICEL.CLARO.COM.CO
Frt22339,213063177,4420.0,SERTENQUE SAS - Neiva - CUENTA 3 (Dicel),ELECTROHUILA HUILA,NEIVA,CARRERA 5   # 11  - 76,69422583.0,10.185.160.170,DICEL.CLARO.COM.CO
Frt26134,3341632,4518.0,JAMDAC SAS -  BUGA - Buga (Dicel),CELSIA_VALLE VALLE,GUADALAJARA DE BUGA,CARRERA 12 # 7SUR-99 LOCAL 15 ALBERGUE ,69534693.0,172.33.44.147,LATCOM2.COMCEL.COM.CO
Frt26347,1529262,4591.0,GRUPO MAYORISTA S.A.S - Florida (Dicel),CELSIA_VALLE VALLE,FLORIDA,CALLE 9 # 17-30 ,69534327.0,10.92.147.79,DICEL.CLARO.COM.CO
Frt26677,654673,4588.0,GRUPO MAYORISTA S.A.S. - Cali - CUENTA 1 (Dicel),EMCALI CALI,CALI,CALLE 52 # 2E-14 ,2918632.0,10.185.163.140,DICEL.CLARO.COM.CO
Frt25455,107173,4638.0,EDIFICIO BELLA VISTA PH - Cali (Dicel),EMCALI CALI,CALI,CARRERA 4 OESTE  # 7-101 ,67582149.0,10.57.81.96,VERTICALES.MOVISTAR.COM.CO
Frt28695,3570234,4353.0,QUANTUM SAS - Palmira (Dicel),CELSIA_VALLE VALLE,PALMIRA,PALMIRA CARRET VIA PRINCIPAL LA HERRADURA NODO-12937 CGTO LA HERRADURA ,2830484.0,10.185.162.142,DICEL.CLARO.COM.CO
Frt29166,1222474,4142.0,ALIMENTOS RODEO BBQ SAS - Pasto - CUENTA 3 (Dicel),CEDENAR NARIÑO,PASTO,CARRERA 42 # 18A-94 VALLE DE ATRIZ ,22121766.0,10.196.3.178,BIA.TIGO.COM
Frt29170,2351333,5340.0,REXICO SAS - Q04 PALMETTO  (Dicel),EMCALI CALI,CALI,CL 9 B 49 50 LC 213,23061033.0,10.87.209.92,BIA.CLARO.COM.CO
Frt41135,875426984,4645.0,EDUARDO - DIAZ DIAZ - Sogamoso (Dicel),EBSA BOYACA,SOGAMOSO,VDA OMBACHITA KM 2 VIA MORCA ,2917807.0,10.185.161.119,DICEL.CLARO.COM.CO
Frt41467,906467626,4542.0,HUINAGRO SAS - Iquira (Dicel),ELECTROHUILA HUILA,ÍQUIRA,FCA EL CARMEN KM 6 A CHAPARRO ,23063109.0,10.87.210.34,BIA.CLARO.COM.CO
Frt33871,1904770,4371.0,PORCIVAL COLOMBIA SAS - La Cumbre (Dicel),CELSIA_VALLE VALLE,LA CUMBRE,VEREDA SAN JOSE DE AGUACLARA ,2869305.0,10.185.161.163,DICEL.CLARO.COM.CO
Frt05128,1010693,4540.0,HOSPITAL SAN RAFAEL DE PASTO - Pasto (Dicel),CEDENAR NARIÑO,PASTO,CALLE 15 # 42C-35,73701771.0,10.185.160.218,DICEL.CLARO.COM.CO
Frt02818,1836022,5295.0,PRIMAX COLOMBIA SA  (Dicel),EEP CARTAGO,CARTAGO,CL 10 29 20,2902758.0,10.185.161.31,DICEL.CLARO.COM.CO
Frt05964,2800283,4741.0,CLUB CAMPESTRE DE PALMIRA CORPORACION - Palmira (Dicel),CELSIA_VALLE VALLE,PALMIRA,CALLE 42 # AVENIDA CIRCUNVALAR,59003123.0,172.33.34.101,LATCOM2.COMCEL.COM.CO
Frt08555,2676392,4164.0,GRUPO EDS AUTOGAS SAS - ESTACION MUZU - GAS - Bogota DC (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,DIAGONAL 44 SUR # 44-60,2827803.0,172.31.62.21,LATCOM1.COMCEL.COM.CO
Frt02549,870403,4510.0,ITALCUR LTDA - Villapinzon (Dicel),ENEL CUNDINAMARCA,VILLAPINZÓN,VEREDA SAN PEDRO KM 70 VIA VILLAPINZON,2827816.0,10.92.147.138,DICEL.CLARO.COM.CO
Frt20824,180088,5345.0,SERCOFUN LTDA FUNERALES LOS OLIVOS - F2  (Dicel),EMCALI CALI,CALI,AV 2 B NTE 24 A 44,1091769.0,172.33.34.191,LATCOM2.COMCEL.COM.CO
Frt20894,1860393,4748.0,COMPA?IA COMERCIAL E INDUSTRIAL LA SABANA AVESCO SAS - Buenaventura (Dicel),CELSIA_VALLE VALLE,BUENAVENTURA,CARRERA 2   # 2  - 22,1091771.0,10.93.96.121,DICEL.CLARO.COM.CO
Frt20479,3699219,4459.0,MECANELECTRO SA - HOME SENTRY CENTRO COMERCIAL TITAN PLAZA  - F2 - Bogota DC (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,AVENIDA           CARRERA 72 80 94 LOCAL  3,2902741.0,10.185.160.208,DICEL.CLARO.COM.CO
Frt21050,1390468,4424.0,MERCAPAVA SA - Pradera - CUENTA 1 (Dicel),CELSIA_VALLE VALLE,PRADERA,CALLE 7          CRA 12 FRENTE CASA DE LA CULTURA,73701773.0,10.185.160.199,DICEL.CLARO.COM.CO
Frt19858,601813,4562.0,GRUPO MAYORISTA S.A.S. - Cali - CUENTA 3 (Dicel),EMCALI CALI,CALI,CALLE 27   # 37  - 39,2896066.0,10.185.162.35,DICEL.CLARO.COM.CO
Frt21202,10176149,4454.0,MAQUINPRO DE COLOMBIA SAS - Cali (Dicel),EMCALI CALI,CALI,CARRERA 2 C  # 30  - 52,68853776.0,172.33.34.37,LATCOM2.COMCEL.COM.CO
Frt21207,911586,4715.0,COMPA?IA COMERCIAL E INDUSTRIAL LA SABANA AVESCO SAS - Pereira (Dicel),EEP Pereira,PEREIRA,CALLE 24   # 7  - 31  LOCAL 201,1092787.0,10.92.147.232,DICEL.CLARO.COM.CO
Frt24790,8566011,4753.0,BRAVO MENESES Y ASOCIADOS SAS - Pasto - CUENTA 1 (Dicel),CEDENAR NARIÑO,PASTO,CARRERA 14 # 17-02 BARRIO FATIMA ,22121770.0,10.196.4.184,BIA.TIGO.COM
Frt25086,1439780,5346.0,FRISBY S.A BIC- G43  (Dicel),ESSA SANTANDER,BARRANCABERMEJA,CLL 50 25 29,2894891.0,10.92.148.133,DICEL.CLARO.COM.CO
Frt26090,1196308,4416.0,PALERMO IMAGEN LTDA - Pasto (Dicel),CEDENAR NARIÑO,PASTO,CARRERA 40 # 16D-45 ,59006282.0,10.92.144.56,DICEL.CLARO.COM.CO
Frt23234,169501404,4530.0,INVERSIONES COOMOTOR S AINVERSIONES COOMOTOR S A - Neiva - CUENTA 2 (Dicel),ELECTROHUILA HUILA,NEIVA,CARRERA 5 SUR  # 33-05 ,2894909.0,10.93.98.162,DICEL.CLARO.COM.CO
Frt22400,4001621,4504.0,INVERSIONES VARGAS OTELO SAS - Anapoima - CUENTA 1 (Dicel),ENEL CUNDINAMARCA,ANAPOIMA,CALLE 36   # 1  - 70,69422597.0,10.42.164.152,VERTICALES.MOVISTAR.COM.CO
Frt26348,1297708,4558.0, GRUPO MAYORISTA S.A.S. - Pradera (Dicel),CELSIA_VALLE VALLE,PRADERA,CARRERA 9 # 4-13 ,69534376.0,10.92.147.241,DICEL.CLARO.COM.CO
Frt29279,8566038,4233.0,UNIMOS EMPRESA MUNICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P. - Ipiales (Dicel),CEDENAR NARIÑO,IPIALES,CARRERA 5 # 12-04 ,63082091.0,10.185.162.146,DICEL.CLARO.COM.CO
Frt30344,8566046,4788.0,ALIMENTOS RODEO BBQ SAS - Pasto - CUENTA 4 (Dicel),CEDENAR NARIÑO,PASTO,CALLE 11 # 34-78 BRR LA AURORA - CC COMERCIAL UNICENTRO LOCAL 204,22121768.0,10.196.5.46,BIA.TIGO.COM
Frt30370,1456604,4152.0,AQUAOCCIDENTE SA ESP - Palmira - CUENTA 3 (Dicel),CELSIA_VALLE VALLE,PALMIRA,CALLE 31 # 29-14,83692244.0,10.92.146.236,DICEL.CLARO.COM.CO
Frt30359,3516028,4151.0,AQUAOCCIDENTE SA ESP - Palmira - CUENTA 2 (Dicel),CELSIA_VALLE VALLE,PALMIRA,CARRERA 14 # 10-106 ROZO,63622483.0,10.42.165.129,VERTICALES.MOVISTAR.COM.CO
Frt31513,11319254,5515.0,FLEXIPACK DE COLOMBIA SAS  (Dicel),EMCALI CALI,YUMBO,CL 13 27 B 08 BL 9 BDG 4,63621230.0,,
Frt29605,213857632,4792.0,ANA ELIA FUENTES BARRERA - Palermo (Dicel),ELECTROHUILA HUILA,PALERMO H,SECTOR KM 5 VIA NEIVA PALERMO ,23063016.0,,BIA.TIGO.COM
Frt35574,251803319,4279.0,WILMER OLIMPO GASCA NU?EZ - Tarqui (Dicel),ELECTROHUILA HUILA,TARQUI,CALLE 4 # 7-27 ,63622852.0,10.93.97.121,DICEL.CLARO.COM.CO
Frt38168,213454524,4689.0,ALEIDY GARCIA PERDOMO - Palermo (Dicel),ELECTROHUILA HUILA,PALERMO H,SECTOR KM 1 VIA PALERMO ,23063023.0,10.196.2.112,BIA.TIGO.COM
Frt39443,11762724,5446.0,REDCOL HOLDING SAS (Dicel),EMCALI CALI,CALI,CR 125 2 80 PANCE,2892342.0,10.93.98.212,DICEL.CLARO.COM.CO
Frt42392,4143510,4370.0,PORCIVAL COLOMBIA SAS - El Cerrito (Dicel),CELSIA_VALLE VALLE,EL CERRITO,SECTOR VIA S/N  SN-590  VDA AMAIMITO RURAL  - FCA LA PERLA ,73701764.0,10.185.160.214,DICEL.CLARO.COM.CO
Frt39796,650669,4761.0,CALYPSO DEL CARIBE SA - Ibague - CUENTA 1 (Dicel),CELSIA_TOLIMA TOLIMA,IBAGUÉ,CARRERA 4BBIS # 28-24 HIPODROMO ,923043297.0,10.196.3.110,BIA.TIGO.COM
Frt41490,205379,4331.0,ROMEFLEX SAS - Bogota DC (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,KR 72 M BIS # 37 A SUR -35 AP 1  ,69959412.0,10.185.160.184,DICEL.CLARO.COM.CO
Frt46289,7504216,4818.0,MERCADO ZAPATOCA SA - Funza (Dicel),ENEL CUNDINAMARCA,FUNZA,CARRERA 15 # 11-29 ,2869331.0,10.185.162.12,DICEL.CLARO.COM.CO
Frt30315,439006870,4655.0,DISENOS EN PLASTICOS REFORZADOS DPR SAS - Tibasosa (Dicel),EBSA BOYACA,TIBASOSA,KM 0 VIA SOGAMOSO -TIBASOSA,2832198.0,10.185.162.65,DICEL.CLARO.COM.CO
Frt04796,159051,4846.0,GRUPO EDS AUTOGAS SAS - Bogota DC - CUENTA 1 (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,DIAGONAL 44 # 44-60 SUR,231631.0,172.33.39.56,LATCOM2.COMCEL.COM.CO
Frt08554,2290803,4167.0,GRUPO EDS AUTOGAS SAS ESTACION KENNEDY - Bogota DC (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,CARRERA 79 # 41F-24 SUR,2827801.0,172.31.37.17,LATCOM1.COMCEL.COM.CO
Frt11379,394871,4820.0,MERCADO ZAPATOCA S A - Bogota DC - CUENTA 6 (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,CARRERA 75 # 8A-63,2894915.0,10.185.160.58,DICEL.CLARO.COM.CO
Frt20898,1701872,4399.0,PLASTICOS P Y C SAS - Bogota DC (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,CARRERA 69  BIS # 37 B     SUR - 81 PL 1,22093123.0,10.196.1.248,BIA.TIGO.COM
Frt21055,1267848,4426.0,MERCAPAVA SA - Pradera - CUENTA 3 (Dicel),CELSIA_VALLE VALLE,PRADERA,SECTOR BALNEARIO LAS PALMERAS,83179996.0,10.185.162.173,DICEL.CLARO.COM.CO
Frt21336,3020778,4423.0,MERCAPAVA SA - El Cerrito - CUENTA 3 (Dicel),CELSIA_VALLE VALLE,EL CERRITO,CARRERA 8   # 6  - 24   CORREGIMIENTO EL PLACER,68853631.0,172.33.34.158,LATCOM2.COMCEL.COM.CO
Frt24171,469048361,5349.0,FRISBY SA BIC - F23  (Dicel),CHEC CALDAS,MANIZALES,CR 23 58 78 PI 2 LC,69534524.0,172.33.35.150,LATCOM2.COMCEL.COM.CO
Frt23232,213424516,4280.0,WILLIAM - MORENO - - Campoalegre (Dicel),ELECTROHUILA HUILA,CAMPOALEGRE,VILLA ESTHER  VEREDA ,23043181.0,10.196.1.110,BIA.TIGO.COM
Frt24489,1704335,4636.0,DUQUE RAMIREZ SAS - PAN Y MAS PAOLA - Cali (Dicel),EMCALI CALI,CALI,CARRERA 46 # 39A-33 ,23043149.0,10.196.1.84,BIA.TIGO.COM
Frt19338,3208324,4224.0,TORRE 26 CENTRO EMPRESRIAL - PROPIEDAD HORIZONTAL - Bogota D.C (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,CALLE 26   # 69  - 63,63119675.0,10.93.97.171,DICEL.CLARO.COM.CO
Frt24617,1171911,4200.0,SUPERMERCADOS ANDI SAS - Pasto (Dicel),CEDENAR NARIÑO,PASTO,CALLE 16B CR 39 UB PARANA ,1167208.0,172.33.1.91,LATCOM2.COMCEL.COM.CO
Frt30754,898104473,4498.0,JULIO CESAR RESTREPO Y CIA SA - Santander De quilichao (Dicel),CEO CAUCA,SANTANDER DE QUILICHAO,CALLE 3 # 11-37 ,83692261.0,10.17.48.45,VERTICALES.MOVISTAR.COM.CO
Frt26346,1741545,4593.0,GRUPO MAYORISTA S.A.S. - Palmira (Dicel),CELSIA_VALLE VALLE,PALMIRA,CALLE 30 # 24-56 ,2830783.0,172.31.54.132,LATCOM1.COMCEL.COM.CO
Frt03028,278317,4712.0,COMPA?IA COMERCIAL E INDUSTRIAL LA SABANA AVESCO SAS - Ibague - CUENTA 2 (Dicel),CELSIA_TOLIMA TOLIMA,IBAGUÉ,CARRERA 5 CALLE 42,59006311.0,172.31.63.34,LATCOM1.COMCEL.COM.CO
Frt26536,1279512,4592.0,GRUPO MAYORISTA S.A.S. - Jamundi (Dicel),CELSIA_VALLE VALLE,JAMUNDÍ,CARRERA 11 # 15-238 ,69534453.0,10.92.145.50,DICEL.CLARO.COM.CO
Frt28268,2940218,4366.0,REXICO SAS - Buga (Dicel),CELSIA_VALLE VALLE,GUADALAJARA DE BUGA,CALLE 4 # 23-86 LOCAL 44 A ,22121659.0,10.196.1.114,BIA.TIGO.COM
Frt30996,898137197,4060.0,ACARVAJAL SAS - Santander De quilichao (Dicel),CEO CAUCA,SANTANDER DE QUILICHAO,VE LA TOMA ,2832190.0,10.93.99.78,DICEL.CLARO.COM.CO
Frt30491,499639392,4472.0,LADRILLERA LOS LABOYOS SAS - Pitalito (Dicel),ELECTROHUILA HUILA,PITALITO,KM 4 VIA YAMBORO ,23113079.0,10.87.210.104,BIA.CLARO.COM.CO
Frt32298,589492,4394.0,PISCIFACTORIA REMAR SAS - Ibague (Dicel),CELSIA_TOLIMA TOLIMA,IBAGUÉ,CALLE 63 # 5-46 ,2859977.0,10.92.147.35,DICEL.CLARO.COM.CO
Frt30371,1843146,4153.0,AQUAOCCIDENTE SA ESP - Palmira - CUENTA 4 (Dicel),CELSIA_VALLE VALLE,PALMIRA,CARRERA 29 # 28-23,83780416.0,10.92.144.232,DICEL.CLARO.COM.CO
Frt32174,1163433,4415.0,PACTIA SAS - Ipiales (Dicel),CEDENAR NARIÑO,IPIALES,CALLE 26 # 06-120 ZC ,2860014.0,10.17.36.7,VERTICALES.MOVISTAR.COM.CO
Frt36325,671649203,4727.0,CONJUNTO PARQUE RESIDENCIAL SAN JUAN PLAZA 1ETAPA - Neiva - CUENTA 1 (Dicel),ELECTROHUILA HUILA,NEIVA,CALLE 46 # 16-224 AREA C T1 SAN ,23103014.0,10.87.210.121,BIA.CLARO.COM.CO
Frt32558,1104762,4058.0,3 F S SAS - Bogota DC (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,AV CL 161 N° 15-44 AP 300 ,2860048.0,10.17.37.254,VERTICALES.MOVISTAR.COM.CO
Frt39824,950050521,4208.0,SURAMERICA COMERCIAL SAS - Neiva - CUENTA 1 (Dicel),ELECTROHUILA HUILA,NEIVA,CARRERA 8A # 38-42 L 184 B GRANJAS ,2894850.0,10.93.98.200,DICEL.CLARO.COM.CO
Frt29073,793450,4812.0,MERCADO ZAPATOCA SA MOSQUERA - Bogota DC (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,CARRERA 3 # 21-31 ,2869076.0,10.17.36.107,VERTICALES.MOVISTAR.COM.CO
Frt35352,942321143,4675.0,COOPERATIVA DE CAFE LOPEZ DEL SUR - Guadalupe (Dicel),ELECTROHUILA HUILA,GUADALUPE,VEREDA LOS CAUCHOS ,2869090.0,10.93.97.101,DICEL.CLARO.COM.CO
Frt02409,2775258,4766.0,CAMARPLAST Y CIA LTDA - Bogota DC (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,CRA 33 No 10A - 01,22093130.0,10.196.1.139,BIA.TIGO.COM
Frt01241,435091400,4528.0,INVERSIONES  CHIPAUTA SA - Bogota DC (Dicel),ENEL CUNDINAMARCA,Bogotá D.C.,CALLE 2 CARRERA 13 DE GUADUAS,59006309.0,10.92.147.108,DICEL.CLARO.COM.CO
Frt04300,2800653,4096.0,AGROGUACHAL S.A. - Palmira - CUENTA 4 (Dicel),CELSIA_VALLE VALLE,PALMIRA,HACIENDA CANTARRANA VíA YUMBO AEROPUERTO,84330636.0,10.185.160.78,DICEL.CLARO.COM.CO
Frt04589,2256418,4377.0,PRINCEX CI DE COLOMBIA LTDA - Madrid (Dicel),ENEL CUNDINAMARCA,MADRID,CARRETERA MADRID ROSAL VEREDA SANTA CRUZ,2827830.0,172.31.54.242,LATCOM1.COMCEL.COM.CO
Frt18743,10795600,4449.0,LUIS GERMAN ZAMBRANO CORAL - Pasto (Dicel),CEDENAR NARIÑO,PASTO,CALLE 21   # 7  - 23   PARQUE BOLIVAR ,1012757.0,,
